Checking-Account,Duration,Credit-history,Purpose,Credit-amount,Savings-account,Present-employment,Installment-rate,Status/sex,Other-debtors,Present-residence,Property,Age,Other-installment,Housing,Existing-credits,Job,liable,Telephone,Foreign-worker,target
4,24,3,10,1,1,4,4,3,1,1,1,2,3,2,1,3,1,2,1,1
4,12,5,4,1,1,5,4,3,1,4,1,2,3,2,3,3,1,1,1,1
4,6,1,1,1,2,3,4,3,1,1,4,2,1,1,1,3,1,1,2,1
3,24,3,3,2,1,3,2,3,1,2,1,2,3,2,1,3,1,1,1,1
4,18,3,4,1,1,1,3,2,2,4,1,1,3,1,1,3,1,1,1,2
1,6,5,1,1,4,4,3,2,1,4,1,2,3,2,2,2,1,2,1,1
3,12,3,3,2,1,3,1,2,1,2,3,2,3,2,1,2,1,1,1,1
2,30,3,1,2,1,3,4,2,3,2,4,1,1,2,1,3,1,1,1,2
4,24,4,3,4,2,3,2,3,1,3,2,2,3,2,2,3,1,1,1,1
2,9,3,3,2,5,4,2,3,1,1,3,1,3,2,1,3,1,2,1,1
2,60,4,4,4,5,3,1,3,1,1,1,2,3,2,1,2,1,1,1,1
4,24,5,4,3,1,3,4,3,1,2,1,2,3,2,2,2,1,1,1,1
1,12,2,4,2,1,3,4,1,1,1,4,2,3,3,1,3,1,1,1,2
4,15,3,2,3,2,2,1,2,1,4,3,1,3,2,1,3,1,2,1,1
4,11,5,4,1,2,1,4,2,1,4,1,2,3,2,3,2,1,1,1,1
1,12,3,3,2,1,3,2,3,1,2,1,2,3,2,1,3,1,1,1,1
1,24,3,4,2,1,5,4,2,1,4,3,2,3,2,1,3,1,1,1,1
1,18,5,1,4,1,5,2,3,1,4,4,2,3,3,3,4,1,2,1,1
4,12,5,7,3,1,5,2,2,1,4,4,2,1,3,3,2,1,1,1,1
4,10,5,1,1,1,5,3,3,1,4,1,2,3,2,2,2,2,1,2,1
2,15,3,4,1,1,5,4,3,1,3,3,2,3,2,1,3,2,1,1,2
4,36,5,10,4,5,5,4,3,1,4,1,2,3,2,2,3,1,1,1,1
4,24,3,4,2,1,2,4,2,1,3,3,2,2,2,1,3,1,2,1,1
1,14,3,1,4,1,5,1,1,1,4,2,2,3,2,1,4,1,2,2,2
4,24,3,4,1,5,5,4,3,1,2,3,2,3,2,2,3,1,1,1,1
4,18,3,1,3,5,4,4,3,1,3,2,2,3,2,1,3,1,1,2,1
4,12,5,3,2,3,4,3,2,1,4,3,2,3,1,1,3,1,2,1,1
2,48,2,1,4,5,1,4,3,2,4,4,2,3,3,1,4,1,2,1,1
2,48,3,4,3,1,4,4,3,1,4,1,2,3,2,2,3,1,1,1,2
1,30,3,6,4,1,2,1,1,1,1,4,2,3,2,1,2,1,2,1,2
4,9,3,4,3,1,3,1,3,1,2,1,2,3,2,1,3,2,1,1,1
4,18,5,4,3,1,3,2,2,1,2,3,2,3,2,2,3,1,1,1,1
1,12,3,3,1,5,5,2,1,1,4,2,2,3,2,1,2,1,2,1,1
4,6,3,3,4,1,2,1,2,1,4,2,2,3,2,1,3,1,1,1,2
4,24,3,4,2,2,3,4,3,1,4,3,2,3,1,1,4,1,2,1,1
4,15,5,2,3,4,5,3,3,1,4,4,1,3,1,2,3,1,2,1,1
4,12,3,3,2,1,3,4,3,1,2,1,2,3,2,1,3,1,1,1,1
3,18,2,4,2,5,4,4,3,1,4,3,2,1,2,1,2,1,1,1,1
4,15,5,3,2,5,5,4,3,1,4,2,2,3,2,1,3,1,1,1,1
2,24,5,1,3,2,2,4,1,1,2,3,2,3,2,1,3,1,2,1,1
1,47,3,1,4,1,2,1,2,1,1,1,2,3,2,1,2,1,2,1,1
1,48,3,2,4,1,4,4,3,1,3,2,2,3,2,1,3,2,1,1,1
2,48,4,11,4,2,1,2,3,1,4,4,2,3,3,1,4,1,2,1,1
2,12,3,4,1,1,3,4,2,3,4,1,2,3,2,2,3,1,2,1,1
1,24,4,4,1,1,2,4,4,1,4,1,2,2,2,1,3,1,1,1,2
4,12,3,10,1,1,3,2,4,1,2,1,2,3,2,1,3,1,2,2,1
2,36,3,2,4,1,2,1,4,1,4,3,2,3,1,1,4,1,2,1,2
1,24,5,2,4,1,5,2,2,1,4,4,2,3,3,2,4,2,2,1,1
3,42,5,2,4,1,5,4,3,1,4,4,2,3,3,1,3,1,1,1,1
4,48,5,10,4,5,5,4,1,1,2,3,2,1,2,2,4,2,1,1,1
2,48,3,3,4,1,2,1,2,1,2,3,2,3,2,1,3,1,2,1,2
4,12,3,2,4,5,2,1,2,1,4,3,1,3,1,1,3,1,1,1,1
4,10,3,1,1,5,5,4,3,2,2,2,2,3,2,1,2,1,1,2,1
4,18,3,3,3,1,3,3,3,1,4,1,2,3,2,1,3,1,2,1,1
2,21,5,3,3,4,4,3,3,1,2,3,2,3,2,2,3,1,2,1,1
4,6,3,1,1,1,1,1,2,1,4,1,2,3,2,1,1,1,2,1,1
2,36,1,4,3,1,3,4,2,1,1,3,2,3,2,1,3,1,2,1,2
3,24,5,1,1,5,4,4,3,1,2,1,2,1,2,2,2,2,1,1,2
1,10,5,1,1,1,4,4,3,2,3,2,2,3,2,2,3,1,2,1,1
4,48,5,1,4,3,3,2,3,1,2,4,2,1,3,1,3,1,1,1,2
4,6,3,3,2,4,3,4,1,1,2,1,2,3,2,1,3,1,1,1,1
4,30,3,2,4,5,4,2,2,1,4,2,1,2,1,1,2,1,1,1,1
1,12,3,4,1,2,2,4,4,1,3,4,2,3,2,1,2,1,2,1,2
2,8,3,3,1,1,3,3,2,1,4,1,1,3,2,1,3,1,1,1,2
2,9,3,1,1,1,3,4,4,1,4,1,1,3,1,1,2,1,1,1,1
2,48,3,11,4,5,1,3,3,1,4,4,2,1,3,1,1,1,2,1,1
4,24,3,3,4,2,3,4,3,1,1,3,2,2,2,1,3,1,1,1,1
3,24,3,3,3,1,2,2,2,1,4,3,2,3,2,1,3,1,1,1,1
2,12,3,1,1,1,4,2,4,1,3,3,2,1,2,1,2,1,1,1,2
3,4,3,1,2,5,2,1,3,1,2,1,2,3,2,1,2,2,1,2,1
1,36,2,3,3,1,5,4,3,1,4,3,2,1,2,1,3,1,1,1,2
1,12,3,3,1,1,3,2,3,3,3,2,2,3,2,1,2,2,1,1,1
2,24,3,3,4,5,3,1,2,1,4,2,2,3,2,1,2,1,2,1,1
4,12,5,7,1,1,3,4,3,1,2,3,2,3,2,2,3,1,1,1,1
1,15,4,3,3,1,5,1,2,1,4,2,2,3,2,2,2,1,1,1,1
2,30,5,1,4,1,1,4,4,1,2,3,2,3,2,2,4,1,1,1,2
1,24,3,4,2,1,2,4,1,1,3,2,2,3,2,1,3,1,1,1,2
1,24,3,2,3,1,4,2,3,1,1,4,2,3,3,1,4,1,2,1,1
1,18,3,3,3,4,3,4,3,1,2,3,2,3,2,1,3,1,1,1,1
4,18,5,1,1,1,3,4,2,1,3,1,2,3,2,2,3,1,1,1,1
1,8,5,1,3,1,4,1,3,1,4,1,2,3,2,2,2,1,1,2,1
4,12,5,3,4,5,5,2,3,1,4,2,2,3,1,1,3,1,2,1,1
4,24,3,1,2,4,4,4,2,1,3,3,2,3,2,1,3,2,2,1,1
3,36,3,4,4,1,5,4,3,1,2,3,2,3,2,1,3,1,1,1,1
2,6,3,4,1,1,5,4,3,1,4,3,2,3,2,1,3,2,1,1,1
1,24,5,2,4,1,1,2,3,1,4,4,2,3,3,2,4,1,2,1,1
4,18,5,7,2,2,3,4,2,1,2,1,2,3,2,2,3,1,1,1,2
2,60,3,1,4,2,2,4,2,1,2,2,1,3,2,1,4,1,1,1,2
4,48,5,2,4,2,3,2,2,1,4,3,1,1,1,2,2,1,1,1,2
1,24,1,3,4,1,5,3,3,1,4,4,1,1,1,2,3,2,1,1,2
1,6,5,3,3,1,3,1,1,1,4,1,2,3,1,1,4,1,2,1,2
2,13,3,4,2,1,2,2,2,3,4,2,1,3,2,1,2,1,1,1,1
1,15,3,5,1,5,3,4,2,1,2,3,1,3,1,1,3,1,1,1,2
1,24,3,3,4,1,3,4,3,1,4,2,2,3,2,1,3,1,1,1,1
2,10,3,3,2,1,3,4,1,1,2,3,2,3,2,1,2,1,1,1,1
2,24,5,7,4,1,2,2,2,1,4,4,1,3,3,2,3,1,2,1,1
1,21,3,3,3,1,4,1,2,1,4,3,2,3,1,1,2,1,1,1,1
2,18,3,4,3,3,2,1,4,1,3,1,2,3,1,1,3,1,1,1,1
2,18,3,10,4,1,5,1,3,2,1,1,2,1,2,1,4,1,2,1,1
3,10,3,1,3,1,2,1,3,3,1,2,2,3,2,1,2,2,1,1,1
4,15,5,4,2,1,3,4,2,1,2,3,2,3,2,1,2,1,1,1,1
2,13,5,4,1,1,2,4,3,3,4,1,1,3,2,2,3,1,1,1,1
2,24,3,4,3,3,1,1,2,1,4,4,1,3,1,1,1,1,1,1,1
4,6,4,10,2,2,3,1,3,1,2,1,2,3,2,2,2,1,1,1,1
2,9,5,7,1,4,5,4,3,1,3,4,2,3,3,2,3,2,1,1,2
4,9,3,5,1,1,2,1,2,1,4,1,1,3,1,1,3,1,2,1,1
2,9,3,3,1,1,3,1,2,1,2,3,2,3,2,1,3,1,1,2,2
4,18,5,2,3,5,1,2,3,1,4,4,2,3,2,1,4,1,2,1,1
1,12,1,4,4,1,3,4,3,1,2,2,2,3,1,2,3,1,2,1,2
4,10,3,7,1,3,5,4,3,1,4,4,2,3,3,1,3,1,2,1,1
2,24,3,1,1,1,2,4,3,1,2,1,1,2,2,1,2,1,1,1,2
4,12,5,4,3,5,5,1,3,2,4,1,2,3,2,1,3,1,2,1,1
4,36,4,4,4,1,3,4,3,1,2,3,2,3,2,2,4,1,2,1,2
4,12,3,4,1,1,3,4,4,1,2,1,2,3,2,1,3,1,1,1,1
1,30,3,3,3,1,4,4,2,1,4,1,1,3,1,1,3,1,1,1,2
2,18,3,7,1,5,3,4,3,1,4,4,2,3,3,1,3,1,1,1,1
3,12,3,4,3,5,5,2,3,1,3,3,2,3,2,1,4,1,1,1,1
3,12,4,1,2,1,3,2,2,1,2,3,2,2,2,2,3,1,2,1,1
4,6,3,3,2,1,3,1,4,1,2,2,1,3,1,1,3,1,1,1,1
1,18,3,3,3,1,1,4,3,1,1,3,2,3,2,1,1,1,1,1,2
4,12,3,10,2,1,4,2,3,1,4,3,2,3,2,1,3,1,2,1,1
4,18,5,2,3,1,4,3,3,1,1,3,2,3,2,2,3,1,1,1,1
1,18,3,3,3,1,2,1,2,1,4,3,1,3,1,1,3,1,1,1,1
1,36,3,3,3,1,5,4,3,1,2,3,2,3,2,1,3,2,1,1,2
2,18,3,3,3,1,4,2,2,1,4,1,2,3,1,1,3,1,1,1,1
4,36,3,1,3,5,3,4,3,1,4,1,2,3,2,1,3,1,1,1,1
4,18,5,4,4,1,5,3,3,1,4,3,2,3,2,2,3,1,2,1,1
4,10,5,3,2,1,2,1,2,1,3,1,1,3,1,2,3,1,1,1,1
4,60,5,1,4,5,5,2,3,1,4,4,2,1,3,1,4,1,2,1,1
2,60,2,11,4,2,5,3,2,1,4,4,2,1,3,2,4,1,2,1,2
1,48,2,10,4,1,4,2,2,3,4,3,2,3,1,1,3,1,1,1,2
4,18,4,4,3,1,1,2,4,1,3,1,2,3,2,2,3,1,1,1,1
4,7,4,4,1,5,5,3,3,1,4,4,2,3,3,1,3,1,1,1,1
2,36,3,1,4,1,5,4,3,1,2,4,2,3,3,1,4,1,2,1,2
4,6,5,1,1,2,3,4,2,1,4,3,2,3,2,2,2,1,1,1,1
1,20,3,3,2,5,4,4,3,1,4,3,2,3,2,1,3,1,2,1,1
2,18,3,2,4,1,1,3,2,1,4,4,2,3,3,1,4,1,2,1,2
4,22,3,1,1,5,4,4,2,1,4,2,2,3,1,1,3,1,1,1,1
3,12,3,1,1,1,2,4,3,1,1,1,2,3,2,1,3,1,1,1,1
4,30,4,10,4,2,3,2,3,1,2,2,2,3,2,2,2,1,1,1,1
4,18,5,4,2,1,3,2,2,1,1,3,2,3,2,2,3,1,1,1,1
4,18,3,4,1,5,2,4,2,1,2,1,1,3,1,1,3,1,2,1,1
2,18,5,3,4,1,1,4,3,1,4,2,2,2,2,2,4,1,2,1,1
2,15,5,10,3,3,3,2,3,1,4,3,2,1,2,1,3,1,1,1,1
4,9,3,10,2,1,4,3,2,1,2,3,2,3,2,2,3,1,1,1,1
4,18,3,1,2,1,3,2,4,1,2,2,2,3,2,1,4,1,2,1,1
2,12,3,3,1,4,2,1,2,1,4,1,1,3,1,1,2,1,1,1,1
1,36,3,1,3,1,4,2,3,1,4,4,2,1,3,1,4,2,2,1,1
1,6,5,4,2,1,4,1,2,1,4,3,2,3,2,1,3,1,1,1,1
4,9,5,3,3,1,1,2,3,1,3,3,2,3,2,1,4,1,1,1,1
2,39,4,7,4,2,4,2,3,1,3,4,2,3,1,1,3,1,2,1,1
1,12,3,3,3,1,1,3,2,1,4,4,2,3,3,1,4,1,1,1,1
1,36,5,3,3,1,3,3,4,1,2,2,2,3,2,2,3,1,2,1,1
2,12,3,1,1,1,5,1,1,1,1,1,2,3,1,2,3,1,1,1,2
4,24,5,4,2,4,3,4,2,1,1,1,2,3,2,2,2,1,1,1,1
4,18,3,4,2,1,2,3,4,1,4,1,2,3,2,1,3,1,2,1,1
2,18,5,10,2,5,3,4,4,1,4,1,2,1,2,2,3,1,1,1,1
4,24,4,10,4,1,2,2,3,1,2,3,2,1,2,2,3,1,2,1,2
4,14,4,1,1,1,3,4,3,1,2,3,2,3,2,2,2,1,1,1,1
2,18,4,1,3,5,5,4,3,1,4,3,2,3,2,1,3,2,1,1,1
2,24,3,4,2,1,2,1,4,1,1,2,1,3,2,1,3,1,2,1,2
4,24,5,2,2,5,4,4,3,1,4,3,2,3,2,2,3,2,2,1,1
1,15,3,4,1,1,2,4,4,1,2,1,2,3,2,1,3,1,1,2,1
4,24,3,4,3,3,5,3,1,1,2,3,2,3,2,1,4,1,2,1,1
3,12,5,1,1,3,4,4,4,1,2,1,2,3,2,3,3,1,2,1,2
2,24,3,4,2,1,5,4,2,1,4,3,1,3,2,1,3,1,2,1,1
4,33,5,2,4,1,4,3,3,1,2,3,2,3,2,2,4,1,2,1,1
4,12,5,10,2,1,1,4,3,1,2,3,2,2,2,2,4,1,2,1,2
4,10,3,1,2,3,3,3,3,1,2,4,2,3,1,1,2,2,1,2,1
1,24,3,1,2,5,3,4,2,1,2,2,2,3,2,1,3,1,1,1,2
4,36,5,2,4,1,5,2,3,1,2,2,2,3,2,2,3,2,2,1,1
1,12,3,1,3,1,2,4,3,1,1,1,2,3,2,1,2,2,1,1,2
1,18,4,7,4,5,3,1,2,1,2,3,1,3,1,2,3,1,2,1,1
4,21,3,1,3,3,4,1,2,1,2,3,2,1,2,1,4,1,1,1,1
2,18,3,1,1,5,3,4,2,1,2,2,2,3,2,1,3,1,1,1,2
4,15,3,1,3,4,4,2,2,1,3,3,1,3,1,1,3,1,1,1,1
2,12,3,2,2,5,3,4,3,1,2,3,2,3,2,1,3,1,1,1,1
2,12,5,1,1,1,4,2,3,1,3,1,2,3,2,2,2,2,1,1,1
4,21,4,3,2,2,4,4,3,1,3,1,2,3,2,2,4,1,1,1,1
2,12,3,3,3,5,5,1,2,1,2,2,2,1,2,1,3,1,2,1,2
2,18,3,2,3,1,3,1,4,1,3,3,1,3,1,1,3,1,2,1,1
4,28,5,4,3,1,5,4,3,1,2,3,2,3,2,2,3,1,1,1,1
4,18,5,4,1,4,3,4,3,1,3,1,2,3,2,2,3,1,1,1,1
4,9,3,3,1,1,5,1,3,1,4,3,1,3,2,1,3,1,1,1,1
1,18,5,6,1,1,1,2,2,1,4,4,2,3,3,3,1,2,1,1,2
4,5,3,10,3,1,4,1,3,1,4,1,2,3,2,1,2,1,1,1,1
2,24,3,11,4,1,3,2,3,2,3,3,2,1,2,2,4,1,2,1,2
1,6,5,3,2,1,1,4,3,1,4,4,2,3,3,3,4,1,2,1,1
4,24,5,6,2,1,3,4,1,1,2,1,2,3,2,2,3,1,2,1,1
1,9,3,3,2,1,3,3,3,1,2,1,2,3,2,1,3,1,1,1,1
2,12,3,4,2,5,3,2,4,1,1,1,2,3,2,1,3,1,2,1,2
4,6,3,6,1,3,4,2,4,1,4,1,1,3,1,1,2,1,1,1,1
4,24,5,1,1,4,5,4,2,1,4,1,2,3,2,2,3,1,2,1,1
1,42,5,6,3,1,1,4,3,2,4,3,2,3,2,2,1,1,1,1,1
3,12,2,10,1,1,2,4,2,1,1,1,2,3,2,1,1,1,1,1,2
4,12,3,1,2,1,5,4,3,1,4,3,2,3,2,1,4,1,2,1,1
1,12,3,3,2,1,3,2,2,2,3,2,2,3,2,1,3,1,1,1,1
2,20,4,11,3,1,3,2,3,1,3,3,2,1,2,2,3,1,2,1,1
4,12,3,7,1,1,5,4,3,1,4,3,2,1,2,1,2,2,1,1,2
2,48,5,3,4,1,3,2,2,1,3,3,2,3,2,1,4,1,2,1,2
4,9,5,7,1,5,5,4,2,1,4,2,2,3,1,2,2,1,1,1,1
1,36,3,1,2,1,2,4,2,1,4,3,2,3,2,1,3,1,2,1,2
2,7,3,4,3,1,3,2,3,3,2,1,2,3,2,1,3,1,1,1,1
3,12,3,3,2,5,5,3,2,1,4,1,2,3,2,1,4,1,2,1,1
2,15,4,6,2,4,3,3,4,1,3,2,2,2,2,2,3,1,1,1,2
4,36,5,2,4,5,3,4,3,1,2,3,2,3,2,1,4,1,2,1,1
4,6,3,4,1,1,3,3,2,1,1,1,2,3,2,1,3,1,1,1,1
4,12,1,3,3,1,5,2,3,1,4,2,2,3,2,2,3,1,1,1,1
4,24,3,2,3,1,5,4,3,1,4,3,2,3,2,1,4,1,2,1,1
1,24,3,1,4,1,4,2,3,2,3,2,2,3,2,1,3,1,2,1,2
4,24,3,2,3,1,2,4,2,1,1,4,2,3,2,1,4,1,2,1,1
1,11,5,1,3,1,3,2,3,1,2,1,2,3,1,2,3,2,1,1,1
1,12,3,2,3,1,5,3,3,1,4,4,2,3,3,1,3,1,2,1,2
1,6,3,5,1,1,2,4,2,1,1,1,2,3,2,1,3,1,1,1,1
4,18,3,4,4,1,2,3,3,1,2,3,2,3,2,1,3,1,2,1,1
1,36,3,3,3,1,3,1,3,3,2,2,2,3,2,1,3,2,1,1,1
1,15,3,1,2,1,2,2,3,1,3,1,2,3,2,1,3,1,1,1,1
2,12,3,3,3,1,2,3,2,1,1,1,2,3,1,1,4,1,1,1,1
2,12,3,9,1,5,5,4,3,1,4,2,2,3,2,2,3,1,1,1,1
4,18,3,10,2,1,4,4,3,1,1,3,2,2,2,2,3,1,2,1,1
1,24,3,2,3,1,3,3,3,3,4,4,2,1,2,1,3,2,2,1,1
1,24,4,4,2,1,2,4,2,1,2,3,2,3,1,1,2,1,2,1,2
4,48,4,4,4,5,5,3,3,1,3,3,2,1,2,2,3,2,1,1,1
4,33,4,10,3,1,3,2,2,1,2,3,2,3,2,2,3,1,2,1,1
4,24,4,2,4,1,4,3,3,1,3,3,2,3,2,2,2,1,2,1,1
2,24,3,4,3,2,2,3,4,1,2,3,1,3,1,1,3,1,2,1,2
1,6,3,7,1,1,2,4,2,1,4,2,1,3,2,1,3,1,1,1,2
1,9,3,1,1,1,3,4,3,1,3,3,2,3,2,1,2,1,1,1,2
4,6,3,9,1,5,1,4,3,1,4,2,2,3,2,1,4,2,2,1,1
2,18,5,4,1,1,3,4,4,1,2,3,2,3,2,1,3,1,1,1,2
1,18,1,3,3,1,2,1,2,1,4,2,2,3,1,1,3,1,1,1,2
4,39,3,2,3,3,3,4,3,1,4,3,1,3,2,1,3,1,1,1,1
3,24,3,4,4,1,4,4,3,1,2,3,2,1,2,1,3,1,1,1,1
2,12,3,10,1,2,4,3,3,1,4,1,2,3,2,1,2,1,1,1,1
1,15,5,3,2,1,5,4,3,1,4,3,2,3,2,2,3,2,2,1,1
2,12,5,4,3,1,3,1,2,1,1,1,1,3,2,1,2,1,1,1,1
2,24,3,1,1,1,2,4,3,1,1,2,2,3,2,1,3,1,1,1,1
1,30,3,3,3,4,5,4,2,1,4,2,2,3,1,2,3,1,2,1,1
4,15,4,3,1,4,4,3,2,1,2,2,2,3,2,2,3,1,1,1,1
4,12,5,1,1,3,3,4,3,1,4,1,2,3,2,1,3,1,2,1,1
2,6,4,1,1,1,1,4,3,1,4,2,2,3,2,1,4,1,2,1,2
4,12,3,4,3,1,3,2,3,1,4,3,2,3,2,1,3,1,2,1,1
4,24,3,1,3,1,5,4,2,2,4,4,2,3,3,1,3,1,2,1,1
4,10,3,1,2,2,3,3,3,1,2,1,2,3,1,1,2,1,1,2,1
4,6,3,1,3,1,3,2,3,3,3,2,2,3,1,1,3,1,1,1,1
4,12,5,4,2,1,5,2,3,1,2,4,2,3,2,2,3,1,1,1,1
2,27,1,10,4,1,5,2,2,1,4,4,2,3,3,2,4,1,2,1,2
4,6,5,4,1,2,3,1,2,1,1,2,2,3,2,2,3,1,1,1,1
2,6,3,4,1,5,5,4,3,1,4,2,2,3,2,1,3,1,1,1,1
1,12,5,1,2,1,3,3,3,1,2,1,2,3,1,2,2,2,1,2,1
1,24,3,3,3,5,3,2,4,1,4,3,1,3,2,1,3,1,1,1,2
