Checking-Account,Duration,Credit-history,Purpose,Credit-amount,Savings-account,Present-employment,Installment-rate,Status/sex,Other-debtors,Present-residence,Property,Age,Other-installment,Housing,Existing-credits,Job,liable,Telephone,Foreign-worker,target
4,21,3,2,4,5,3,1,3,1,3,3,2,3,2,1,3,1,1,1,1
4,15,3,2,3,1,4,2,3,1,2,3,2,3,2,1,3,1,1,1,1
1,6,3,3,1,1,5,2,2,1,1,2,2,1,2,1,3,1,2,1,1
1,18,3,1,1,1,2,1,2,1,2,3,1,3,2,1,2,1,1,1,2
2,12,3,10,1,2,4,2,2,1,4,1,1,3,1,1,2,1,1,1,1
4,30,5,4,4,1,4,4,2,1,2,3,2,3,2,2,3,1,1,1,1
4,12,4,6,2,4,5,4,3,1,4,4,2,3,3,2,3,2,1,1,2
1,24,3,1,1,5,4,4,2,1,4,4,2,3,1,1,3,1,1,1,2
3,6,5,1,1,1,3,1,3,1,1,1,2,3,2,3,1,2,1,2,1
3,15,5,4,1,5,3,3,3,1,4,4,2,3,3,2,3,1,2,1,2
4,24,3,1,2,1,3,2,3,3,2,1,2,3,2,1,3,1,2,1,1
1,12,5,1,1,1,5,4,3,1,3,2,2,3,2,2,3,1,1,1,2
4,15,5,1,4,5,5,1,2,1,4,3,2,3,2,1,3,1,2,1,1
1,18,5,3,2,1,3,4,2,1,4,1,1,3,1,2,3,1,1,1,2
1,12,3,4,2,1,3,4,3,1,3,2,1,3,2,1,2,1,1,1,1
4,21,5,1,4,5,5,4,3,1,4,4,2,3,3,1,4,1,2,1,2
4,24,5,1,3,2,4,4,4,1,3,2,2,3,2,2,3,1,2,1,1
2,12,3,4,1,1,5,3,4,3,3,1,2,1,2,2,2,1,1,1,1
1,30,3,3,3,1,2,2,1,1,4,2,2,3,2,1,2,1,1,1,2
4,10,3,2,3,5,2,1,2,1,4,1,2,3,1,1,3,1,1,1,1
2,12,5,3,3,1,5,1,3,1,4,3,2,3,1,3,3,1,2,1,1
4,12,5,4,2,1,5,2,3,1,4,1,2,3,2,2,2,1,2,1,1
1,24,3,2,3,5,5,2,2,1,4,1,2,3,1,1,3,1,1,1,1
1,36,5,7,4,1,3,3,2,1,2,4,2,3,2,2,4,1,2,1,2
4,21,5,2,3,1,5,1,3,1,4,3,2,3,2,1,4,1,2,1,1
4,24,5,4,2,2,5,4,3,1,4,2,2,1,2,2,3,1,1,1,1
3,12,5,1,2,3,1,2,3,1,4,4,2,1,3,3,1,1,1,1,1
1,24,3,1,2,5,3,4,2,1,4,1,2,3,1,1,3,1,1,1,2
4,36,5,1,3,1,4,4,3,1,4,3,2,3,2,2,3,1,2,1,1
1,18,3,4,3,1,4,4,2,3,1,1,2,3,2,1,3,1,1,1,1
4,36,5,2,4,4,5,4,3,1,2,3,2,3,2,2,4,1,2,1,1
2,18,3,6,3,1,1,2,2,1,4,3,2,3,2,1,3,1,2,1,1
2,39,5,4,4,1,4,2,3,3,2,1,2,3,2,2,3,1,1,1,2
4,24,5,1,2,4,5,4,3,1,4,1,2,3,2,1,3,1,2,1,1
2,12,1,9,2,1,3,2,3,1,2,1,2,3,2,1,2,1,2,1,1
2,12,3,1,1,2,2,4,2,1,2,2,1,1,2,1,2,1,1,1,2
2,20,3,2,4,5,1,1,1,1,4,1,2,3,2,1,4,1,2,1,1
2,18,3,10,2,4,3,4,3,1,2,2,2,3,2,1,2,1,2,1,1
4,22,3,4,3,3,5,3,3,1,4,3,2,3,2,1,3,1,1,1,1
4,48,5,2,3,5,5,4,3,1,3,3,2,3,2,2,3,2,2,1,1
2,48,4,7,4,1,5,4,3,1,4,4,2,3,3,1,3,1,1,1,2
1,40,5,7,4,1,3,4,3,1,3,4,2,1,2,1,3,1,2,1,2
2,21,3,10,1,1,5,2,2,1,4,2,2,3,2,1,3,2,1,1,2
4,24,3,2,4,5,5,3,3,1,4,3,2,3,2,1,4,2,2,1,1
4,6,5,3,1,5,3,1,4,1,2,2,2,3,2,2,3,1,1,1,1
3,24,3,3,3,1,5,3,1,1,4,4,2,3,3,1,3,1,1,1,1
4,24,3,3,3,3,5,4,3,1,3,4,2,3,1,1,3,1,2,1,1
4,9,3,3,2,2,2,2,2,1,4,2,1,3,1,1,3,1,1,1,1
1,18,3,2,4,5,5,1,3,1,4,2,2,3,3,1,3,2,2,1,2
4,12,5,3,1,1,2,2,2,1,4,2,1,3,1,2,2,1,1,1,1
4,24,4,1,1,5,5,4,4,1,4,3,2,3,2,2,3,1,2,1,1
2,9,3,1,2,5,2,4,3,1,2,1,2,3,2,1,1,1,1,1,1
4,24,5,7,2,1,5,4,3,1,4,4,2,3,3,2,3,2,1,1,1
2,18,5,4,2,1,5,3,2,3,4,1,2,1,1,2,2,1,2,1,1
1,20,5,3,4,1,5,1,2,1,4,2,1,3,2,2,3,1,1,1,1
4,12,5,4,1,5,5,4,3,1,4,3,2,3,2,2,3,1,1,1,1
2,12,3,1,4,5,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1
1,36,3,1,4,1,4,2,3,1,1,3,1,3,2,1,3,1,2,1,2
2,6,3,4,1,1,2,3,4,1,3,1,2,3,2,1,2,1,1,2,1
4,12,5,4,1,5,5,4,3,1,4,1,2,3,2,4,3,1,1,1,1
2,42,2,2,4,1,1,1,3,1,2,4,2,1,3,1,4,1,2,1,1
2,15,1,1,2,1,2,2,2,1,1,1,2,3,1,2,1,1,1,1,2
2,8,3,10,1,1,2,3,4,1,2,1,2,3,2,1,3,1,2,1,1
2,6,3,4,1,1,4,3,4,3,3,1,2,1,2,1,2,1,1,1,1
1,36,5,2,4,1,4,4,3,1,4,3,1,3,2,2,3,1,2,1,2
1,48,3,5,3,1,3,3,3,1,4,3,2,3,2,1,3,1,1,1,2
1,48,3,1,3,1,4,4,3,1,4,4,2,3,3,1,3,2,1,1,2
2,36,4,1,4,1,3,2,2,1,2,2,2,3,1,1,3,1,1,1,1
4,6,3,5,1,3,3,1,1,1,4,1,2,3,2,1,3,1,1,1,1
4,6,5,4,2,1,4,1,2,1,2,3,1,3,1,2,3,1,2,1,1
1,36,3,11,4,1,1,2,1,2,3,3,2,3,2,1,4,1,1,1,1
1,18,3,4,1,1,3,4,4,1,3,1,2,1,2,1,3,1,1,1,2
4,12,3,1,1,1,3,3,4,1,2,1,2,3,2,2,3,1,2,1,1
3,12,3,4,3,1,3,3,4,1,1,3,1,3,2,1,3,1,1,1,1
1,36,3,3,3,1,5,2,3,1,2,2,2,1,2,1,3,2,1,1,2
1,8,5,1,1,1,5,4,3,1,4,1,2,3,2,2,2,1,1,1,1
4,18,5,3,3,1,2,3,1,1,2,3,2,3,2,2,4,1,2,1,1
1,21,5,1,2,1,5,4,4,1,3,3,2,3,2,2,3,1,2,1,1
1,18,5,1,3,1,5,1,2,1,4,1,2,1,1,3,3,1,2,1,2
4,18,1,10,4,1,3,2,3,1,2,3,2,2,2,2,3,2,1,1,2
1,36,3,2,4,5,5,3,3,1,4,4,2,3,3,1,3,1,1,1,2
2,48,4,10,4,5,3,4,3,1,4,4,2,3,3,1,3,2,2,1,1
4,24,4,10,3,3,3,4,3,1,2,3,2,3,2,2,3,2,2,1,1
1,18,3,1,1,1,2,4,2,1,3,3,1,3,1,1,3,1,2,1,2
1,45,1,10,4,1,5,2,3,1,4,3,2,3,1,2,3,1,1,1,2
2,24,3,4,4,5,5,2,2,1,4,3,2,3,2,1,3,1,2,1,1
3,15,3,4,3,1,2,2,2,1,3,1,2,3,2,1,2,1,1,1,2
1,12,1,1,1,1,3,4,3,1,4,3,2,1,2,2,3,1,1,1,2
4,12,3,4,1,5,3,4,2,1,2,3,1,3,2,1,3,1,1,1,1
4,4,3,3,1,1,2,1,2,1,3,1,1,3,1,1,2,2,1,1,1
1,24,5,2,3,1,5,4,3,1,4,2,2,3,2,2,3,1,2,1,1
4,24,5,4,3,1,5,4,4,2,3,1,2,3,2,2,3,1,1,1,1
1,36,3,3,4,1,4,4,3,1,2,2,2,3,2,1,3,1,1,1,2
4,21,4,2,3,1,3,3,3,1,2,1,2,2,2,2,2,1,1,1,1
4,18,3,6,2,1,2,4,2,1,4,1,1,3,2,1,3,1,1,1,2
4,24,2,10,2,1,4,4,3,1,4,3,2,1,2,1,3,1,2,1,1
4,18,3,3,3,1,5,4,3,1,4,2,2,1,2,3,3,2,2,1,1
2,21,3,3,4,5,4,2,3,1,3,3,2,3,2,1,3,1,2,1,1
4,18,3,1,4,5,3,2,3,1,4,3,2,3,1,2,3,1,1,1,2
4,24,3,1,1,1,2,4,4,1,2,1,2,3,2,1,3,1,1,1,1
1,9,3,4,1,1,4,3,3,1,4,1,2,3,2,1,3,1,1,1,1
1,12,3,4,1,1,5,4,3,1,4,1,2,2,2,1,2,1,1,1,2
1,20,5,1,2,1,3,4,4,3,2,2,2,1,1,2,3,1,1,2,2
4,24,5,2,4,5,4,3,3,1,4,2,2,3,2,2,3,1,2,1,1
4,15,5,4,2,1,3,4,3,1,4,4,2,3,3,2,3,1,2,1,1
1,18,2,1,2,1,4,4,3,1,4,4,2,3,3,2,2,2,1,1,2
4,36,4,1,4,1,5,2,3,1,2,3,2,3,2,2,3,2,2,1,1
4,24,3,1,2,2,2,4,4,1,3,1,2,3,2,1,3,1,2,1,1
4,10,3,9,1,5,4,4,2,1,3,2,2,3,2,1,3,1,2,1,1
4,15,5,3,3,1,3,4,3,1,2,4,2,3,3,1,3,1,2,1,1
1,15,3,1,3,1,3,3,2,1,2,2,2,3,2,1,3,1,2,1,2
4,9,3,1,3,2,3,1,3,3,2,1,2,3,1,1,3,2,1,2,1
4,24,5,2,4,4,3,4,3,1,2,1,2,3,2,2,3,1,1,1,1
4,18,4,10,2,1,3,4,4,1,2,3,2,3,2,1,3,1,2,1,2
1,24,3,4,3,1,2,4,2,1,4,1,2,3,2,1,3,1,2,1,2
4,27,5,3,4,4,2,4,3,1,2,1,2,2,2,2,2,2,2,1,1
4,10,3,3,2,1,3,2,3,1,2,1,2,1,1,1,2,1,1,1,2
4,15,3,3,2,3,3,2,2,1,4,3,1,3,1,1,3,1,1,1,1
1,18,3,4,3,1,2,4,2,1,1,3,2,2,2,1,3,1,1,1,1
4,12,5,3,3,1,5,2,3,1,4,2,2,2,2,1,3,1,1,1,1
4,36,3,10,4,5,5,3,3,1,2,2,2,3,2,2,3,1,1,1,1
1,12,3,3,1,1,5,4,2,1,4,2,1,3,1,1,3,1,1,1,1
4,36,4,3,4,3,4,2,2,1,4,3,2,3,2,2,3,1,2,1,1
3,6,5,1,1,1,5,1,3,1,4,1,2,3,2,2,3,2,1,2,1
1,24,5,10,2,2,4,4,3,1,1,1,2,3,2,2,3,1,2,1,1
4,15,3,5,1,5,2,4,2,1,1,1,1,3,2,1,3,1,1,1,1
1,12,3,3,3,1,3,2,3,2,2,2,2,3,2,1,2,2,1,1,1
2,11,5,1,1,4,3,4,2,1,4,3,2,3,2,2,3,1,1,1,1
1,18,2,4,2,1,2,3,3,2,4,4,2,1,3,1,4,1,2,1,1
4,36,3,4,3,1,5,4,3,1,2,3,2,3,2,1,3,1,1,1,1
1,9,3,1,2,1,2,3,3,1,2,4,2,3,3,1,4,1,2,1,2
4,30,5,4,4,5,4,2,3,1,3,2,2,3,2,2,3,1,1,1,1
4,24,3,2,4,1,4,3,3,1,3,3,2,3,2,1,4,1,2,1,1
4,24,3,2,4,5,3,2,1,1,4,4,2,3,3,1,3,1,2,1,1
2,30,5,1,2,5,5,4,3,1,4,1,2,3,2,2,3,1,1,1,1
4,18,5,4,1,1,1,4,2,1,4,3,2,3,2,2,1,1,1,1,1
2,24,3,3,4,1,4,3,1,1,3,3,2,3,2,1,3,1,2,1,2
1,12,3,7,1,1,2,4,2,1,4,2,2,3,2,1,3,1,1,1,2
2,24,5,10,3,5,4,4,3,1,3,4,2,3,2,2,3,2,2,1,1
2,48,3,10,4,1,3,2,3,1,2,3,1,3,2,1,3,1,2,1,2
4,36,5,1,4,1,5,4,3,1,4,3,2,3,2,2,4,1,2,1,1
4,28,2,2,4,5,2,3,3,3,4,1,2,1,1,2,3,2,2,1,1
1,27,5,10,3,1,5,4,3,1,4,3,2,2,2,4,4,2,2,1,1
4,15,5,4,2,1,5,4,3,1,4,3,2,3,2,2,3,1,2,1,1
1,12,5,1,2,1,3,4,3,1,4,2,2,1,2,2,2,1,1,2,1
2,36,5,2,4,1,3,3,3,1,4,3,2,3,2,2,3,1,2,1,1
4,18,5,4,1,5,3,4,3,1,3,2,2,3,2,2,3,1,2,1,1
4,36,4,2,4,5,4,3,3,1,2,3,2,2,2,1,4,2,2,1,1
1,21,3,4,3,1,2,4,2,1,4,2,2,3,1,1,4,1,2,1,1
4,12,5,3,2,4,4,3,2,1,2,2,2,3,2,1,3,1,1,2,1
4,15,3,3,2,5,4,1,2,1,4,1,2,1,1,1,2,1,1,1,1
1,18,3,3,4,1,3,2,3,2,3,3,2,3,2,1,3,1,1,1,2
1,16,5,1,3,1,5,2,3,3,4,2,2,1,1,1,3,1,2,1,2
4,20,5,1,3,5,2,2,1,1,4,1,2,3,2,2,3,1,2,1,1
4,36,5,2,4,5,5,2,3,1,4,4,2,3,3,2,3,1,1,1,1
4,15,3,4,2,5,3,4,4,1,2,1,2,3,1,1,3,1,2,1,1
4,24,3,4,1,1,5,4,3,1,1,1,2,3,2,1,4,1,2,1,1
1,12,3,4,1,1,3,2,3,1,2,1,1,3,1,1,4,2,2,1,1
1,21,3,1,3,5,4,2,3,2,2,1,1,3,2,1,2,1,1,2,1
2,36,3,7,3,5,3,2,4,1,2,3,2,3,2,1,3,1,1,1,1
4,15,4,2,3,1,2,1,2,1,2,2,2,3,2,2,2,1,1,1,1
2,9,3,1,3,5,3,1,2,1,2,1,2,3,2,1,2,1,1,1,1
4,36,4,4,4,1,3,4,2,1,4,1,2,3,2,2,3,1,1,1,1
2,24,5,3,4,1,2,2,2,1,4,3,2,1,2,1,2,1,1,1,2
2,30,3,4,3,5,5,2,2,1,4,3,2,3,2,1,3,1,1,1,1
4,11,3,10,2,4,5,1,1,1,2,1,2,3,2,1,3,1,2,1,1
1,24,2,10,3,1,3,4,3,1,2,2,2,3,1,1,3,1,2,1,2
2,48,1,11,4,1,3,1,2,1,2,2,2,1,2,1,4,1,2,2,2
4,10,3,2,3,2,3,1,3,2,2,1,2,3,2,1,3,2,1,1,1
1,6,3,1,4,1,5,1,3,1,4,4,2,1,2,1,4,1,2,1,2
1,24,3,3,3,2,1,1,1,1,1,2,2,3,2,1,3,1,1,1,2
1,24,3,3,3,1,5,4,3,1,2,2,2,3,1,1,4,1,2,1,2
4,18,5,3,2,1,3,4,2,1,2,4,2,3,2,2,3,1,1,1,1
4,48,4,4,4,3,4,4,3,1,1,3,2,3,2,1,4,1,2,1,1
1,9,3,4,2,1,2,3,2,1,4,2,1,3,1,1,3,1,1,1,2
2,12,3,1,2,1,4,3,3,1,4,2,2,3,1,1,3,2,2,1,1
1,24,2,3,4,1,2,2,1,1,1,2,2,1,2,1,3,1,2,1,2
1,12,2,1,1,1,2,4,3,1,2,3,2,1,2,2,3,1,2,1,2
1,18,5,3,1,1,2,4,2,1,4,2,1,3,1,1,3,1,1,1,1
1,48,3,2,4,1,4,4,3,1,4,4,2,2,3,3,3,2,2,1,2
4,30,3,4,2,5,5,4,3,1,4,3,2,3,2,1,3,1,2,1,1
1,12,4,1,1,1,3,4,3,1,2,1,2,3,2,2,2,2,1,1,1
1,24,3,3,2,1,2,4,3,2,1,2,1,3,2,1,2,1,1,2,1
2,9,3,4,2,1,2,4,2,1,2,3,1,3,2,1,3,1,2,1,2
4,9,5,1,1,1,3,3,3,1,1,1,2,3,2,2,3,1,1,1,1
4,12,5,4,1,3,5,4,3,1,4,2,2,3,2,2,3,2,2,1,1
1,12,3,4,2,1,3,4,2,1,1,3,1,1,2,1,3,1,1,1,1
2,30,4,4,2,2,2,4,3,1,3,4,2,2,2,2,4,1,1,1,2
3,9,3,4,1,1,3,3,2,1,2,1,2,3,2,1,2,1,1,1,2
2,6,3,4,2,1,2,4,4,1,3,3,2,3,1,1,4,1,2,1,1
2,60,3,7,4,1,3,4,3,1,4,4,2,3,3,1,3,1,1,1,2
4,24,5,2,4,5,3,2,3,1,4,2,2,3,2,2,4,2,2,1,1
4,12,3,1,3,5,2,2,3,1,3,2,2,3,2,1,4,2,2,1,1
4,10,3,1,2,1,3,3,3,1,2,1,2,3,2,1,2,2,1,2,1
4,24,3,3,1,5,4,4,3,1,2,3,2,2,2,1,3,1,2,1,1
4,4,5,1,2,1,4,2,3,1,1,1,2,3,2,3,2,2,1,1,1
1,15,3,3,2,1,2,4,2,3,1,2,2,3,1,1,3,1,1,1,1
2,48,1,1,4,3,2,1,2,1,1,3,2,3,2,2,3,1,1,1,1
1,24,2,3,3,3,2,4,3,1,4,4,2,3,3,1,3,2,2,1,2
4,12,3,1,3,5,1,4,3,1,4,4,2,3,2,1,4,1,2,1,1
4,18,3,3,2,1,2,4,4,2,1,2,2,3,2,1,2,2,1,1,2
4,24,3,4,3,2,5,2,3,1,4,3,2,3,2,2,3,1,1,1,2
2,18,5,10,3,1,1,3,4,1,3,3,2,3,2,3,1,2,2,1,1
1,36,4,10,2,1,4,2,3,1,1,3,1,3,2,2,3,1,2,1,2
2,24,3,2,4,3,2,3,2,1,4,3,2,3,1,1,3,1,1,1,2
4,36,3,3,4,1,1,4,2,1,2,3,2,3,2,2,4,1,2,1,2
1,12,3,1,2,1,3,4,2,3,4,2,2,3,2,1,3,1,2,1,1
1,24,5,4,1,4,5,4,2,1,4,2,2,3,1,2,4,1,2,1,1
3,30,5,4,3,5,5,4,3,1,4,2,2,2,2,2,2,1,1,1,1
2,9,5,4,1,1,5,2,3,1,4,1,2,3,2,3,2,1,1,1,1
1,28,3,1,4,1,3,3,3,1,2,3,2,3,2,1,2,1,1,1,2
2,24,3,3,3,2,5,4,3,1,4,4,2,3,3,1,3,1,1,1,1
4,6,5,4,2,1,5,2,4,1,2,1,2,3,1,2,3,1,1,1,1
2,21,4,1,3,1,3,1,1,1,4,2,2,3,2,2,3,1,1,1,1
4,15,3,1,3,5,3,3,3,1,2,4,2,3,2,1,3,1,1,1,1
4,24,3,4,3,3,5,3,3,1,2,3,2,1,2,2,3,1,2,1,2
2,6,3,6,1,1,2,3,4,1,1,2,1,3,2,1,2,1,1,1,1
2,30,3,4,2,5,3,4,2,1,1,3,2,3,2,1,3,1,1,1,1
2,27,5,4,3,3,3,4,3,1,2,2,1,3,2,2,2,1,1,1,2
4,15,3,4,3,1,5,4,2,1,2,3,2,1,1,1,4,1,2,1,1
4,42,3,4,4,5,4,2,4,1,4,2,2,3,1,1,3,1,2,1,1
1,11,5,1,3,1,3,1,3,1,2,1,2,3,2,2,2,2,1,1,1
2,15,3,6,2,2,3,4,3,3,2,1,1,3,2,1,3,1,1,1,1
4,24,3,1,4,1,3,1,3,1,4,2,2,3,2,1,2,2,1,1,1
1,24,2,1,1,1,1,1,2,2,4,4,2,3,1,2,1,1,1,1,2
1,60,3,10,4,1,5,4,3,2,4,4,2,3,1,1,3,1,1,1,2
4,30,5,4,3,1,3,4,2,1,2,3,2,3,2,1,3,1,2,1,1
3,24,3,4,1,3,3,3,2,1,3,3,2,3,2,1,2,1,1,1,1
2,6,3,4,1,1,3,2,2,3,3,1,2,3,2,1,3,1,1,1,1
2,18,4,10,3,5,5,4,3,1,2,2,2,3,2,2,3,1,1,1,1
4,24,4,1,3,1,5,4,3,1,4,3,2,3,2,2,2,2,1,1,2
2,15,2,1,1,2,3,2,4,1,2,2,2,3,1,1,3,1,1,1,2
2,30,5,3,4,1,4,2,3,1,2,2,2,3,2,1,3,1,1,1,2
4,48,3,10,4,1,1,3,3,1,2,3,2,1,1,1,4,1,2,1,2
3,21,3,1,3,2,3,1,2,1,1,3,2,1,2,1,4,1,2,1,1
1,36,3,2,4,1,3,2,3,1,2,2,2,3,2,1,3,2,1,1,2
4,24,5,3,2,1,4,2,3,1,2,2,2,3,2,2,2,1,1,1,1
1,15,5,3,2,1,3,4,2,1,3,2,2,3,1,2,3,1,1,1,1
3,42,1,10,4,1,2,2,1,1,1,2,2,3,2,2,3,1,1,1,1
4,13,3,4,2,2,1,2,2,1,4,1,2,3,2,1,3,1,1,1,1
1,24,3,2,4,1,1,4,3,1,2,4,2,3,3,1,4,1,2,1,1
2,24,5,4,2,1,5,4,3,1,2,2,2,3,2,2,2,1,1,1,1
4,12,5,7,3,5,2,2,3,1,1,2,2,3,2,2,2,2,1,1,1
4,15,2,4,2,2,5,4,3,1,4,3,2,1,2,1,2,2,1,1,1
1,18,3,4,2,5,4,2,4,1,4,3,1,3,1,2,2,1,1,1,1
1,36,3,3,3,1,1,4,3,1,3,2,2,3,2,1,4,1,2,1,1
4,12,3,1,3,5,5,4,3,1,3,3,2,3,2,1,3,1,2,1,1
4,12,3,3,2,1,4,3,2,1,4,1,2,3,2,1,2,1,1,1,1
1,30,3,2,3,1,3,4,1,1,4,2,2,3,2,1,4,1,2,1,1
4,12,3,4,1,1,5,4,3,1,4,3,2,3,2,1,3,1,1,1,1
1,45,3,4,2,1,3,4,3,1,4,4,1,3,3,1,3,1,2,1,2
2,45,5,2,4,2,1,3,3,1,4,3,2,3,2,1,3,1,1,1,1
